"rater_id","reference_title","soft_attribute","less_than","about_as","more_than"
67,"Jurassic Park (1993)","heartfelt","[Pulp Fiction (1994),Mary Poppins (1964),The Lion King (1994),Monsters, Inc. (2001),Young Frankenstein (1974),Maverick (1994)]",NULL,"[Star Wars: Episode V - The Empire Strikes Back (1980),Good Will Hunting (1997),Eyes Wide Shut (1999),Kill Bill: Vol. 2 (2004)]"
68,"Honey, I Shrunk the Kids (1989)","artsy",NULL,"[Star Wars: Episode VI - Return of the Jedi (1983),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Jumanji (1995),The Usual Suspects (1995),Toy Story 2 (1999)]","[American Beauty (1999),Trainspotting (1996),One Flew Over the Cuckoo's Nest (1975),Beautiful Mind, A (2001),The Silence of the Lambs (1991)]"
68,"The Usual Suspects (1995)","heartfelt","[Jaws (1975),Twister (1996)]","[Kill Bill: Vol. 2 (2004),Fight Club (1999)]","[Spider-Man (2002),Rocky (1976),The Lion King (1994),Finding Nemo (2003),Back to the Future Part III (1990),Clerks (1994)]"
69,"Arachnophobia (1990)","artsy","[As Good as It Gets (1997),Coneheads (1993),The Lion King (1994)]","[Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),The Sound of Music (1965),Rain Man (1988)]","[Edward Scissorhands (1990),Reservoir Dogs (1992),Almost Famous (2000),The Usual Suspects (1995)]"
69,"Pulp Fiction (1994)","heartfelt","[Austin Powers: The Spy Who Shagged Me (1999)]","[The Lord of the Rings: The Fellowship of the Ring (2001),The Wizard of Oz (1939),Psycho (1960)]","[Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001),Shrek 2 (2004),It's a Wonderful Life (1946),Forrest Gump (1994),Beautiful Mind, A (2001),When Harry Met Sally... (1989)]"
70,"Coneheads (1993)","artsy","[American Pie (1999),RoboCop (1987),The Silence of the Lambs (1991),When Harry Met Sally... (1989),Saving Private Ryan (1998),Legends of the Fall (1994),Die Hard 2 (1990)]","[Batman Begins (2005),Natural Born Killers (1994)]","[Beetlejuice (1988)]"
70,"Casino (1995)","heartfelt","[Coneheads (1993)]","[Natural Born Killers (1994),Indiana Jones and the Last Crusade (1989),The Big Lebowski (1998),The Silence of the Lambs (1991),X2: X-Men United (2003)]","[The Lord of the Rings: The Fellowship of the Ring (2001),Lethal Weapon (1987),Ghost (1990),The Lord of the Rings: The Return of the King (2003)]"
71,"American Pie (1999)","artsy","[The Santa Clause (1994),Harry Potter and the Chamber of Secrets (2002),Monsters, Inc. (2001)]","[Star Wars: Episode I - The Phantom Menace (1999),Toy Story 2 (1999),Willy Wonka & the Chocolate Factory (1971),Ace Ventura: When Nature Calls (1995)]","[The Nightmare Before Christmas (1993),Beauty and the Beast (1991),To Kill a Mockingbird (1962)]"
71,"Beetlejuice (1988)","heartfelt","[American Pie (1999),The Mask (1994),This Is Spinal Tap (1984)]","[Star Wars: Episode I - The Phantom Menace (1999),Spider-Man (2002),Interview with the Vampire: The Vampire Chronicles (1994)]","[To Kill a Mockingbird (1962),The Sound of Music (1965),The Princess Bride (1987),Aladdin (1992)]"
72,"Fight Club (1999)","artsy","[There's Something About Mary (1998),Beverly Hills Cop III (1994)]","[Natural Born Killers (1994),American Beauty (1999),Spider-Man (2002),The Mask (1994),Gladiator (2000)]","[American History X (1998),Grease (1978),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)]"
72,"Natural Born Killers (1994)","heartfelt","[Austin Powers: The Spy Who Shagged Me (1999),Jumanji (1995),Who Framed Roger Rabbit? (1988),Harry Potter and the Chamber of Secrets (2002),Austin Powers: International Man of Mystery (1997),The Sound of Music (1965),The Incredibles (2004)]","[Top Gun (1986)]","[Braveheart (1995),Beautiful Mind, A (2001)]"
73,"Titanic (1997)","artsy","[Back to the Future Part II (1989),Toy Story 2 (1999),The Santa Clause (1994),Enemy of the State (1998)]","[Grease (1978),Terminator 2: Judgment Day (1991),When Harry Met Sally... (1989),Charlie's Angels (2000)]","[Babe (1995),Sense and Sensibility (1995)]"
73,"The Big Lebowski (1998)","heartfelt","[The Hunt for Red October (1990),X-Men (2000),Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000),Spider-Man (2002),Jurassic Park (1993)]","[Sense and Sensibility (1995),Back to the Future Part III (1990),Pretty Woman (1990)]","[Beauty and the Beast (1991),It's a Wonderful Life (1946)]"
74,"Species (1995)","artsy","[Clear and Present Danger (1994),Ace Ventura: When Nature Calls (1995),Erin Brockovich (2000)]","[Alien (1979),Aliens (1986),My Cousin Vinny (1992)]","[Face/Off (1997),Ghost (1990),Finding Nemo (2003),Ghostbusters (a.k.a. Ghost Busters) (1984)]"
74,"Interview with the Vampire: The Vampire Chronicles (1994)","heartfelt","[Predator (1987),Goodfellas (1990),Species (1995)]","[Fargo (1996),The Lost World: Jurassic Park (1997),My Cousin Vinny (1992),Terminator 2: Judgment Day (1991),The Hunt for Red October (1990),Catch Me If You Can (2002)]","[Babe (1995)]"
75,"Bug's Life, A (1998)","artsy","[Back to the Future Part III (1990)]","[Toy Story (1995),Shrek (2001)]","[Toy Story 2 (1999)]"
75,"Snow White and the Seven Dwarfs (1937)","heartfelt","[The Crow (1994),Lethal Weapon (1987)]","[Beauty and the Beast (1991),Superman (1978)]","[Desperado (1995),The Lord of the Rings: The Fellowship of the Ring (2001)]"
76,"E.T. the Extra-Terrestrial (1982)","artsy","[Lethal Weapon (1987),GoldenEye (1995),Mission: Impossible (1996)]","[The Sixth Sense (1999),Close Encounters of the Third Kind (1977),What's Eating Gilbert Grape (1993),The Lord of the Rings: The Two Towers (2002)]","[The Shining (1980),Platoon (1986),Edward Scissorhands (1990)]"
76,"Run Lola Run (Lola rennt) (1998)","heartfelt","[Star Wars: Episode I - The Phantom Menace (1999),The Dark Knight (2008),Natural Born Killers (1994)]","[Citizen Kane (1941),Beetlejuice (1988),Harry Potter and the Chamber of Secrets (2002)]","[E.T. the Extra-Terrestrial (1982),Finding Nemo (2003),Blade Runner (1982),Shrek 2 (2004)]"
77,"The Terminator (1984)","artsy","[Grease (1978),Forrest Gump (1994),Liar Liar (1997),Fight Club (1999)]","[V for Vendetta (2006),Get Shorty (1995),Blade Runner (1982)]","[The Wizard of Oz (1939),Who Framed Roger Rabbit? (1988),Mars Attacks! (1996)]"
77,"Goodfellas (1990)","heartfelt","[Erin Brockovich (2000),Scream (1996),Die Hard (1988),Austin Powers: International Man of Mystery (1997),Monsters, Inc. (2001)]","[The Talented Mr. Ripley (1999),The Mummy (1999),X-Men (2000)]","[When Harry Met Sally... (1989),Beauty and the Beast (1991)]"
78,"Jerry Maguire (1996)","artsy","[Naked Gun 33 1/3: The Final Insult (1994),Honey, I Shrunk the Kids (1989)]","[Rocky (1976),Four Weddings and a Funeral (1994)]","[Shrek 2 (2004),Pulp Fiction (1994),The Matrix Reloaded (2003),Ghost (1990),The Sixth Sense (1999),Independence Day (a.k.a. ID4) (1996)]"
78,"True Romance (1993)","heartfelt","[Kill Bill: Vol. 1 (2003),Cliffhanger (1993)]","[Ace Ventura: Pet Detective (1994),There's Something About Mary (1998),Election (1999)]","[Who Framed Roger Rabbit? (1988),The English Patient (1996),The Little Mermaid (1989),What's Eating Gilbert Grape (1993),Aladdin (1992)]"
79,"Dragonheart (1996)","artsy","[Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Forrest Gump (1994),Twister (1996),Ocean's Eleven (2001),Ghostbusters (a.k.a. Ghost Busters) (1984),Air Force One (1997)]","[Gladiator (2000),Terminator 2: Judgment Day (1991)]","[Back to the Future Part III (1990),The Lord of the Rings: The Return of the King (2003)]"
79,"Jaws (1975)","heartfelt",NULL,"[RoboCop (1987),Braveheart (1995),The Lost World: Jurassic Park (1997),Predator (1987)]","[Shrek (2001),Star Wars: Episode VI - Return of the Jedi (1983),Indiana Jones and the Temple of Doom (1984),Home Alone (1990),Pleasantville (1998),Pretty Woman (1990)]"
80,"Die Hard (1988)","artsy","[Meet the Parents (2000)]","[Top Gun (1986)]","[Face/Off (1997),The Mask (1994),Apocalypse Now (1979),Erin Brockovich (2000),Addams Family Values (1993),The Lost World: Jurassic Park (1997),The Crow (1994),The Untouchables (1987)]"
80,"Ransom (1996)","heartfelt",NULL,"[Charlie's Angels (2000),Mars Attacks! (1996),Indiana Jones and the Temple of Doom (1984),Naked Gun 33 1/3: The Final Insult (1994)]","[Finding Nemo (2003),Dead Poets Society (1989),Monsters, Inc. (2001),Dumb & Dumber (Dumb and Dumber) (1994),Toy Story (1995),Sleepless in Seattle (1993)]"
81,"Ace Ventura: Pet Detective (1994)","artsy","[Terminator 2: Judgment Day (1991)]","[Spider-Man 2 (2004),Back to the Future Part II (1989)]","[The Lion King (1994),Aliens (1986),Election (1999),Citizen Kane (1941),The Birdcage (1996),Kill Bill: Vol. 2 (2004),V for Vendetta (2006)]"
81,"Braveheart (1995)","heartfelt","[The Birdcage (1996),Inception (2010),Men in Black (a.k.a. MIB) (1997),Face/Off (1997)]","[Sleepless in Seattle (1993),Memento (2000),Die Hard: With a Vengeance (1995),The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)]","[Toy Story (1995),There's Something About Mary (1998)]"
82,"Willy Wonka & the Chocolate Factory (1971)","artsy","[Face/Off (1997),The Big Lebowski (1998),Top Gun (1986)]","[The Nutty Professor (1996),Naked Gun 33 1/3: The Final Insult (1994),Dragonheart (1996),Shrek (2001),The Little Mermaid (1989)]","[Shrek 2 (2004),Toy Story (1995)]"
82,"The Santa Clause (1994)","heartfelt","[Full Metal Jacket (1987),Waterworld (1995),Ocean's Eleven (2001),Monty Python's Life of Brian (1979),Spider-Man (2002),Rear Window (1954)]","[Mrs. Doubtfire (1993),L.A. Confidential (1997),Few Good Men, A (1992)]","[Shakespeare in Love (1998)]"
83,"Toy Story 2 (1999)","artsy","[To Kill a Mockingbird (1962),Home Alone (1990),Mission: Impossible II (2000)]","[Spider-Man 2 (2004),Toy Story (1995),Shrek (2001),Monsters, Inc. (2001),Honey, I Shrunk the Kids (1989),Snow White and the Seven Dwarfs (1937)]","[The Incredibles (2004)]"
83,"Honey, I Shrunk the Kids (1989)","heartfelt","[Blade Runner (1982),X-Men (2000),To Kill a Mockingbird (1962)]","[Monsters, Inc. (2001),Home Alone (1990),Bug's Life, A (1998),The Incredibles (2004)]","[Toy Story (1995),Willy Wonka & the Chocolate Factory (1971),The Sound of Music (1965)]"
84,"The Net (1995)","artsy","[The Nutty Professor (1996),Batman (1989),Romancing the Stone (1984)]","[Con Air (1997),The Untouchables (1987)]","[The Godfather: Part II (1974),The Silence of the Lambs (1991),Dead Man Walking (1995),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)]"
84,"The Cable Guy (1996)","heartfelt","[V for Vendetta (2006),Aliens (1986),Jurassic Park (1993),Ghostbusters (a.k.a. Ghost Busters) (1984)]","[Minority Report (2002),Lethal Weapon (1987)]","[Stand by Me (1986),Twister (1996),Gattaca (1997),When Harry Met Sally... (1989)]"
85,"Superman (1978)","artsy","[Catch Me If You Can (2002),My Cousin Vinny (1992),Eyes Wide Shut (1999),Rocky (1976),The Silence of the Lambs (1991)]","[E.T. the Extra-Terrestrial (1982),Armageddon (1998),The Santa Clause (1994)]","[Beauty and the Beast (1991),Monsters, Inc. (2001)]"
85,"Home Alone (1990)","heartfelt","[Snatch (2000),Arachnophobia (1990),Interview with the Vampire: The Vampire Chronicles (1994),The Cable Guy (1996)]","[Jumanji (1995),The Incredibles (2004),Grease (1978),Beauty and the Beast (1991),Indiana Jones and the Temple of Doom (1984)]","[Erin Brockovich (2000)]"
86,"Men in Black (a.k.a. MIB) (1997)","artsy","[Scream (1996),Beverly Hills Cop III (1994),In the Line of Fire (1993)]","[Mars Attacks! (1996),Apollo 13 (1995),Clueless (1995)]","[The Lord of the Rings: The Fellowship of the Ring (2001),The Princess Bride (1987),Gone with the Wind (1939),The Mummy (1999)]"
86,"Monty Python's Life of Brian (1979)","heartfelt","[Die Hard 2 (1990),Batman (1989),Home Alone (1990),Predator (1987)]","[Shrek 2 (2004),Boogie Nights (1997),Donnie Darko (2001)]","[Superman (1978),When Harry Met Sally... (1989),Dead Man Walking (1995)]"
87,"Annie Hall (1977)","artsy","[X-Men (2000),The Terminator (1984),My Cousin Vinny (1992),Superman (1978),The Cable Guy (1996),American History X (1998)]","[Dead Man Walking (1995),Forrest Gump (1994),Beautiful Mind, A (2001)]","[The Lion King (1994)]"
87,"Hot Shots! Part Deux (1993)","heartfelt",NULL,"[Ghostbusters (a.k.a. Ghost Busters) (1984),Star Trek: First Contact (1996),Robin Hood: Men in Tights (1993),Seven (a.k.a. Se7en) (1995),Fargo (1996)]","[Saving Private Ryan (1998),Toy Story (1995),Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000),What's Eating Gilbert Grape (1993),Dead Poets Society (1989)]"
88,"Austin Powers: International Man of Mystery (1997)","artsy","[Groundhog Day (1993),Mission: Impossible (1996),Jurassic Park (1993),Taxi Driver (1976),Citizen Kane (1941),Big (1988)]","[X2: X-Men United (2003),Austin Powers: The Spy Who Shagged Me (1999)]","[Jumanji (1995),The Lord of the Rings: The Two Towers (2002)]"
88,"Austin Powers: International Man of Mystery (1997)","heartfelt","[Clear and Present Danger (1994),The Terminator (1984),Jaws (1975),Total Recall (1990)]","[Happy Gilmore (1996),The Lord of the Rings: The Fellowship of the Ring (2001),Batman Forever (1995),Monty Python and the Holy Grail (1975),Fargo (1996)]","[Shrek 2 (2004)]"
89,"Mary Poppins (1964)","artsy",NULL,"[Pretty Woman (1990),Mrs. Doubtfire (1993),Sense and Sensibility (1995),Traffic (2000),The Godfather: Part II (1974),Contact (1997),Back to the Future (1985)]","[The Incredibles (2004),Titanic (1997),X-Men (2000)]"
89,"V for Vendetta (2006)","heartfelt","[Groundhog Day (1993),Home Alone (1990),Minority Report (2002),Charlie's Angels (2000),Austin Powers: International Man of Mystery (1997)]","[Dead Poets Society (1989),Rain Man (1988),L.A. Confidential (1997)]","[Sleepless in Seattle (1993),Eternal Sunshine of the Spotless Mind (2004)]"
90,"Fight Club (1999)","artsy","[Toy Story (1995),The Incredibles (2004),Honey, I Shrunk the Kids (1989),Back to the Future (1985),The Terminator (1984),Willy Wonka & the Chocolate Factory (1971)]","[The Sixth Sense (1999),The Silence of the Lambs (1991),The Green Mile (1999),The Lord of the Rings: The Fellowship of the Ring (2001)]",NULL
90,"The Sixth Sense (1999)","heartfelt","[Fight Club (1999),The Silence of the Lambs (1991),Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001),Independence Day (a.k.a. ID4) (1996)]","[Back to the Future Part II (1989)]","[Gone with the Wind (1939),Groundhog Day (1993),The Birdcage (1996),Toy Story 2 (1999),Chicken Run (2000)]"
91,"Honey, I Shrunk the Kids (1989)","artsy","[Monty Python and the Holy Grail (1975),Dumb & Dumber (Dumb and Dumber) (1994)]","[Mrs. Doubtfire (1993),The Santa Clause (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)]","[Good Will Hunting (1997),Ghost (1990),The Lord of the Rings: The Return of the King (2003),Titanic (1997),Batman Begins (2005)]"
91,"The Fugitive (1993)","heartfelt","[Ace Ventura: Pet Detective (1994),Charlie's Angels (2000),Shrek (2001),Monty Python and the Holy Grail (1975)]","[Star Wars: Episode VI - Return of the Jedi (1983),The Lost World: Jurassic Park (1997)]","[Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),The Incredibles (2004),Jumanji (1995),Mary Poppins (1964)]"
92,"Species (1995)","artsy","[Coneheads (1993),Airplane! (1980),Lethal Weapon (1987),Ace Ventura: When Nature Calls (1995),Jumanji (1995)]","[Armageddon (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[Goodfellas (1990),Addams Family Values (1993)]"
92,"The Big Lebowski (1998)","heartfelt","[The Nutty Professor (1996),Robin Hood: Men in Tights (1993),Ace Ventura: Pet Detective (1994)]","[Terminator 2: Judgment Day (1991),The Blair Witch Project (1999)]","[Dances with Wolves (1990),Face/Off (1997),Saving Private Ryan (1998),Dogma (1999),Apollo 13 (1995)]"
93,"Indiana Jones and the Last Crusade (1989)","artsy","[Airplane! (1980),Ace Ventura: Pet Detective (1994),Austin Powers: The Spy Who Shagged Me (1999),My Cousin Vinny (1992)]","[Aladdin (1992),Spider-Man (2002)]","[The Departed (2006),The Godfather (1972),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode VI - Return of the Jedi (1983)]"
93,"Outbreak (1995)","heartfelt","[The Bourne Identity (2002),Independence Day (a.k.a. ID4) (1996),Back to the Future (1985),The Matrix Reloaded (2003)]","[Grease (1978),Much Ado About Nothing (1993),Erin Brockovich (2000),Waterworld (1995),Top Gun (1986)]","[Good Will Hunting (1997)]"
94,"Groundhog Day (1993)","artsy","[Honey, I Shrunk the Kids (1989),Dumb & Dumber (Dumb and Dumber) (1994),Happy Gilmore (1996)]","[Pirates of the Caribbean: The Curse of the Black Pearl (2003),There's Something About Mary (1998),When Harry Met Sally... (1989)]","[The Wizard of Oz (1939),Back to the Future (1985),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Aladdin (1992)]"
94,"The Little Mermaid (1989)","heartfelt","[Grosse Pointe Blank (1997),V for Vendetta (2006),Psycho (1960),Good Will Hunting (1997),The Lost World: Jurassic Park (1997),The Lord of the Rings: The Fellowship of the Ring (2001)]","[Groundhog Day (1993)]","[Eternal Sunshine of the Spotless Mind (2004),The Sound of Music (1965),Being John Malkovich (1999)]"
95,"Jerry Maguire (1996)","artsy","[Much Ado About Nothing (1993)]","[Liar Liar (1997),Natural Born Killers (1994),The Blues Brothers (1980),Grease (1978)]","[Who Framed Roger Rabbit? (1988),Mrs. Doubtfire (1993),Willy Wonka & the Chocolate Factory (1971),The Matrix Reloaded (2003),Pulp Fiction (1994)]"
95,"Pulp Fiction (1994)","heartfelt",NULL,"[Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Traffic (2000),The Godfather (1972),Independence Day (a.k.a. ID4) (1996),Braveheart (1995),Liar Liar (1997),The Full Monty (1997)]","[Trainspotting (1996),Schindler's List (1993),The Little Mermaid (1989)]"
96,"Top Gun (1986)","artsy","[Meet the Parents (2000),Philadelphia (1993),Good Will Hunting (1997)]","[The Fugitive (1993),Big (1988),The Godfather (1972),Mrs. Doubtfire (1993)]","[Titanic (1997),North by Northwest (1959),Twelve Monkeys (a.k.a. 12 Monkeys) (1995)]"
96,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","heartfelt","[Ghostbusters (a.k.a. Ghost Busters) (1984)]","[Fargo (1996),Top Gun (1986),Twister (1996),Armageddon (1998)]","[Beauty and the Beast (1991),Jumanji (1995),E.T. the Extra-Terrestrial (1982),Mrs. Doubtfire (1993),Beautiful Mind, A (2001)]"
97,"Few Good Men, A (1992)","artsy",NULL,"[GoldenEye (1995),True Lies (1994),Philadelphia (1993),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[Annie Hall (1977),L.A. Confidential (1997),The Wizard of Oz (1939),The Lord of the Rings: The Two Towers (2002),The Fifth Element (1997),Snow White and the Seven Dwarfs (1937)]"
97,"Beauty and the Beast (1991)","heartfelt","[The Departed (2006),The Net (1995),Clerks (1994),Wallace & Gromit: The Wrong Trousers (1993),Indiana Jones and the Temple of Doom (1984),Star Wars: Episode VI - Return of the Jedi (1983),Jurassic Park (1993),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)]","[Edward Scissorhands (1990)]","[Schindler's List (1993)]"
98,"The Truth About Cats & Dogs (1996)","artsy","[The Little Mermaid (1989),Ace Ventura: Pet Detective (1994)]","[Cast Away (2000),There's Something About Mary (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Four Weddings and a Funeral (1994)]","[Rushmore (1998),Casablanca (1942),Clerks (1994),The Dark Knight (2008)]"
98,"Forrest Gump (1994)","heartfelt","[Aliens (1986),The Blair Witch Project (1999),The Firm (1993),Addams Family Values (1993),Who Framed Roger Rabbit? (1988),Mission: Impossible II (2000)]","[Beautiful Mind, A (2001),Few Good Men, A (1992)]","[Legends of the Fall (1994),Stand by Me (1986)]"
99,"Ace Ventura: Pet Detective (1994)","artsy","[The Hunt for Red October (1990),American History X (1998),Die Hard (1988),Philadelphia (1993),The Terminator (1984)]","[Toy Story 2 (1999),Forrest Gump (1994)]","[Aladdin (1992),Spider-Man 2 (2004),Arachnophobia (1990)]"
99,"Coneheads (1993)","heartfelt","[Lethal Weapon (1987),Get Shorty (1995),Spider-Man (2002),Groundhog Day (1993),Mission: Impossible (1996),Indiana Jones and the Last Crusade (1989)]","[Beautiful Mind, A (2001),Jerry Maguire (1996),Big (1988)]","[Snow White and the Seven Dwarfs (1937)]"
100,"Titanic (1997)","artsy","[The Lost World: Jurassic Park (1997),The Big Lebowski (1998)]","[Men in Black (a.k.a. MIB) (1997),Catch Me If You Can (2002),Dumb & Dumber (Dumb and Dumber) (1994),Mrs. Doubtfire (1993)]","[Willy Wonka & the Chocolate Factory (1971),Spider-Man 2 (2004),Shrek (2001),Honey, I Shrunk the Kids (1989)]"
100,"Goodfellas (1990)","heartfelt","[X-Men (2000),Jumanji (1995),Happy Gilmore (1996),Indiana Jones and the Temple of Doom (1984),The Mask (1994),Spider-Man (2002),Terminator 2: Judgment Day (1991),V for Vendetta (2006)]","[Jaws (1975),The Lord of the Rings: The Fellowship of the Ring (2001)]",NULL
